Keyword,ad_position_average,ad_position_max,ad_position_min,bid,cpc_average,cpc_max,cpc_min,daily_clicks_average,daily_clicks_max,daily_clicks_min,daily_cost_average,daily_cost_max,daily_cost_min,daily_impressions_average,daily_impressions_max,daily_impressions_min,key,language,loc_id,match,source
feel,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,feel,en,2124,exact,scraped
mark,1.06,1.0,1.11,100,0.67,0.73,0.6,14.25,15.68,12.83,9.49,10.44,8.54,185.47,204.02,166.92,mark,en,2124,exact,scraped
convolution,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,convolution,en,2124,exact,scraped
processes,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,processes,en,2124,exact,scraped
supporters,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,supporters,en,2124,exact,scraped
construir,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,construir,en,2124,exact,scraped
work,1.06,1.0,1.11,100,0.47,0.51,0.42,0.18,0.19,0.16,0.08,0.09,0.07,5.51,6.06,4.96,work,en,2124,exact,scraped
reproducibility,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reproducibility,en,2124,exact,scraped
shot,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shot,en,2124,exact,scraped
artistic,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,artistic,en,2124,exact,scraped
disclosures,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disclosures,en,2124,exact,scraped
stores,1.06,1.0,1.11,100,0.97,1.06,0.87,2.07,2.28,1.87,2.0,2.21,1.8,67.46,74.21,60.72,stores,en,2124,exact,scraped
keeps,1.06,1.0,1.11,100,15.98,17.58,14.38,0.58,0.64,0.52,9.27,10.19,8.34,13.68,15.05,12.31,keeps,en,2124,exact,scraped
likes,1.06,1.0,1.11,100,0.07,0.07,0.06,0.06,0.06,0.05,0.0,0.0,0.0,1.52,1.67,1.37,likes,en,2124,exact,scraped
powered,1.06,1.0,1.11,100,0.16,0.18,0.15,0.14,0.15,0.13,0.02,0.02,0.02,3.8,4.18,3.42,powered,en,2124,exact,scraped
writings,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,writings,en,2124,exact,scraped
buildings,1.06,1.0,1.11,100,0.57,0.62,0.51,0.08,0.09,0.07,0.05,0.05,0.04,3.23,3.55,2.91,buildings,en,2124,exact,scraped
prsente,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prsente,en,2124,exact,scraped
whats,1.06,1.0,1.11,100,0.35,0.39,0.32,0.02,0.02,0.02,0.01,0.01,0.01,0.76,0.84,0.68,whats,en,2124,exact,scraped
kinds,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kinds,en,2124,exact,scraped
proposals,1.06,1.0,1.11,100,0.71,0.78,0.64,0.07,0.07,0.06,0.05,0.05,0.04,2.28,2.51,2.05,proposals,en,2124,exact,scraped
colored,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,colored,en,2124,exact,scraped
products,1.06,1.0,1.11,100,0.24,0.27,0.22,0.12,0.13,0.11,0.03,0.03,0.03,3.04,3.34,2.74,products,en,2124,exact,scraped
generator,1.06,1.0,1.11,100,0.77,0.84,0.69,4.06,4.47,3.66,3.12,3.43,2.81,111.74,122.91,100.57,generator,en,2124,exact,scraped
learns,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,learns,en,2124,exact,scraped
pointing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pointing,en,2124,exact,scraped
collapsing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,collapsing,en,2124,exact,scraped
artigo,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,artigo,en,2124,exact,scraped
por,1.06,1.0,1.11,100,0.21,0.23,0.19,0.03,0.04,0.03,0.01,0.01,0.01,0.76,0.84,0.68,por,en,2124,exact,scraped
depend,1.06,1.0,1.11,100,11.79,12.97,10.61,0.86,0.95,0.78,10.18,11.2,9.17,30.41,33.45,27.36,depend,en,2124,exact,scraped
translations,1.06,1.0,1.11,100,0.51,0.56,0.46,0.22,0.25,0.2,0.11,0.13,0.1,17.29,19.02,15.56,translations,en,2124,exact,scraped
lines,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lines,en,2124,exact,scraped
nada,1.06,1.0,1.11,100,0.6,0.66,0.54,0.83,0.91,0.75,0.5,0.55,0.45,5.51,6.06,4.96,nada,en,2124,exact,scraped
vendors,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,vendors,en,2124,exact,scraped
growing,1.06,1.0,1.11,100,0.36,0.4,0.33,0.05,0.05,0.04,0.02,0.02,0.02,0.76,0.84,0.68,growing,en,2124,exact,scraped
perfect,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,perfect,en,2124,exact,scraped
holds,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,holds,en,2124,exact,scraped
hacker,1.06,1.0,1.11,100,0.61,0.67,0.55,0.69,0.76,0.62,0.42,0.46,0.38,9.5,10.45,8.55,hacker,en,2124,exact,scraped
paths,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paths,en,2124,exact,scraped
award,1.06,1.0,1.11,100,3.34,3.67,3.0,0.02,0.02,0.01,0.05,0.06,0.05,2.28,2.51,2.05,award,en,2124,exact,scraped
leur,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,leur,en,2124,exact,scraped
tokens,1.06,1.0,1.11,100,0.69,0.75,0.62,0.26,0.29,0.23,0.18,0.2,0.16,10.45,11.5,9.41,tokens,en,2124,exact,scraped
authenticate,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,authenticate,en,2124,exact,scraped
measures,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,measures,en,2124,exact,scraped
lattice,1.06,1.0,1.11,100,6.17,6.79,5.56,5.83,6.41,5.24,35.96,39.56,32.37,98.82,108.7,88.94,lattice,en,2124,exact,scraped
timely,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,timely,en,2124,exact,scraped
capture,1.06,1.0,1.11,100,0.8,0.88,0.72,0.02,0.02,0.01,0.01,0.01,0.01,0.76,0.84,0.68,capture,en,2124,exact,scraped
produce,1.06,1.0,1.11,100,0.45,0.5,0.41,0.07,0.08,0.07,0.03,0.04,0.03,3.04,3.34,2.74,produce,en,2124,exact,scraped
governments,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,governments,en,2124,exact,scraped
demanded,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,demanded,en,2124,exact,scraped
oscillating,1.06,1.0,1.11,100,0.82,0.91,0.74,0.05,0.05,0.04,0.04,0.04,0.04,1.52,1.67,1.37,oscillating,en,2124,exact,scraped
man,1.06,1.0,1.11,100,0.19,0.2,0.17,0.03,0.03,0.02,0.0,0.01,0.0,0.76,0.84,0.68,man,en,2124,exact,scraped
heading,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,heading,en,2124,exact,scraped
fait,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fait,en,2124,exact,scraped
forking,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,forking,en,2124,exact,scraped
place,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,place,en,2124,exact,scraped
san,1.06,1.0,1.11,100,6.31,6.95,5.68,0.21,0.24,0.19,1.35,1.49,1.22,50.17,55.19,45.15,san,en,2124,exact,scraped
francisco,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,francisco,en,2124,exact,scraped
vpns,1.06,1.0,1.11,100,6.85,7.54,6.17,0.73,0.8,0.65,4.98,5.47,4.48,20.71,22.78,18.64,vpns,en,2124,exact,scraped
aussi,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aussi,en,2124,exact,scraped
net,1.06,1.0,1.11,100,8.9,9.79,8.01,2.32,2.55,2.09,20.64,22.7,18.58,178.06,195.87,160.25,net,en,2124,exact,scraped
playing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,playing,en,2124,exact,scraped
focus,1.06,1.0,1.11,100,3.7,4.07,3.33,0.58,0.64,0.53,2.16,2.38,1.94,71.83,79.02,64.65,focus,en,2124,exact,scraped
map,1.06,1.0,1.11,100,0.5,0.55,0.45,2.73,3.0,2.45,1.36,1.5,1.23,46.94,51.63,42.24,map,en,2124,exact,scraped
red,1.06,1.0,1.11,100,0.85,0.93,0.76,0.11,0.12,0.1,0.09,0.1,0.09,8.74,9.62,7.87,red,en,2124,exact,scraped
comment,1.06,1.0,1.11,100,0.23,0.26,0.21,0.13,0.14,0.11,0.03,0.03,0.03,2.28,2.51,2.05,comment,en,2124,exact,scraped
hello,1.06,1.0,1.11,100,0.22,0.24,0.19,0.01,0.02,0.01,0.0,0.0,0.0,0.76,0.84,0.68,hello,en,2124,exact,scraped
exciting,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,exciting,en,2124,exact,scraped
prevent,1.06,1.0,1.11,100,0.2,0.22,0.18,0.02,0.02,0.02,0.0,0.0,0.0,0.76,0.84,0.68,prevent,en,2124,exact,scraped
rules,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rules,en,2124,exact,scraped
awards,1.06,1.0,1.11,100,2.2,2.42,1.98,0.75,0.82,0.67,1.65,1.81,1.48,48.46,53.3,43.61,awards,en,2124,exact,scraped
print,1.06,1.0,1.11,100,2.55,2.8,2.29,0.07,0.07,0.06,0.17,0.18,0.15,6.08,6.69,5.47,print,en,2124,exact,scraped
organization,1.06,1.0,1.11,100,0.47,0.51,0.42,0.63,0.69,0.57,0.29,0.32,0.26,17.67,19.44,15.91,organization,en,2124,exact,scraped
placed,1.06,1.0,1.11,100,7.31,8.04,6.58,0.03,0.04,0.03,0.23,0.26,0.21,5.51,6.06,4.96,placed,en,2124,exact,scraped
configuration,1.06,1.0,1.11,100,0.27,0.29,0.24,0.04,0.04,0.03,0.01,0.01,0.01,1.52,1.67,1.37,configuration,en,2124,exact,scraped
extending,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,extending,en,2124,exact,scraped
houston,1.06,1.0,1.11,100,0.23,0.25,0.21,0.86,0.94,0.77,0.2,0.22,0.18,30.22,33.24,27.19,houston,en,2124,exact,scraped
enjoy,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,enjoy,en,2124,exact,scraped
seasons,1.06,1.0,1.11,100,0.08,0.09,0.07,0.33,0.37,0.3,0.03,0.03,0.02,2.28,2.51,2.05,seasons,en,2124,exact,scraped
generates,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,generates,en,2124,exact,scraped
animation,1.06,1.0,1.11,100,0.65,0.71,0.58,1.62,1.78,1.45,1.05,1.15,0.94,24.32,26.76,21.89,animation,en,2124,exact,scraped
summarizer,1.06,1.0,1.11,100,0.79,0.87,0.71,0.05,0.05,0.04,0.04,0.04,0.03,0.76,0.84,0.68,summarizer,en,2124,exact,scraped
subsets,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,subsets,en,2124,exact,scraped
recognition,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recognition,en,2124,exact,scraped
sentry,1.06,1.0,1.11,100,6.78,7.46,6.1,0.29,0.32,0.26,1.97,2.17,1.77,12.16,13.38,10.95,sentry,en,2124,exact,scraped
passes,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,passes,en,2124,exact,scraped
innovative,1.06,1.0,1.11,100,0.44,0.48,0.39,0.03,0.04,0.03,0.01,0.02,0.01,1.52,1.67,1.37,innovative,en,2124,exact,scraped
lectures,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lectures,en,2124,exact,scraped
announced,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,announced,en,2124,exact,scraped
livres,1.06,1.0,1.11,100,0.14,0.15,0.13,0.11,0.12,0.1,0.02,0.02,0.01,1.52,1.67,1.37,livres,en,2124,exact,scraped
season,1.06,1.0,1.11,100,0.55,0.6,0.49,0.13,0.15,0.12,0.07,0.08,0.07,3.23,3.55,2.91,season,en,2124,exact,scraped
uci,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,uci,en,2124,exact,scraped
notre,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notre,en,2124,exact,scraped
metrics,1.06,1.0,1.11,100,2.38,2.62,2.14,0.07,0.07,0.06,0.16,0.17,0.14,10.07,11.08,9.06,metrics,en,2124,exact,scraped
possibly,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,possibly,en,2124,exact,scraped
introduces,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,introduces,en,2124,exact,scraped
slurm,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slurm,en,2124,exact,scraped
boards,1.06,1.0,1.11,100,0.54,0.6,0.49,0.09,0.1,0.08,0.05,0.05,0.04,3.04,3.34,2.74,boards,en,2124,exact,scraped
collapse,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,collapse,en,2124,exact,scraped
websites,1.06,1.0,1.13,100,16.93,18.62,15.23,1.54,1.69,1.38,25.99,28.58,23.39,59.86,65.85,53.87,websites,en,2124,exact,scraped
typically,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,typically,en,2124,exact,scraped
pose,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pose,en,2124,exact,scraped
estimation,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,estimation,en,2124,exact,scraped
highlighting,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,highlighting,en,2124,exact,scraped
packages,1.06,1.0,1.11,100,0.45,0.5,0.41,0.21,0.24,0.19,0.1,0.11,0.09,5.51,6.06,4.96,packages,en,2124,exact,scraped
dveloppent,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dveloppent,en,2124,exact,scraped
ray,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ray,en,2124,exact,scraped
activities,1.06,1.0,1.11,100,1.04,1.14,0.94,0.39,0.43,0.35,0.41,0.45,0.37,12.35,13.59,11.12,activities,en,2124,exact,scraped
copyrights,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,copyrights,en,2124,exact,scraped
tours,1.06,1.0,1.11,100,0.68,0.74,0.61,0.5,0.55,0.45,0.34,0.37,0.3,15.96,17.56,14.37,tours,en,2124,exact,scraped
prohibit,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prohibit,en,2124,exact,scraped
attempt,1.06,1.0,1.11,100,0.48,0.53,0.43,0.01,0.01,0.01,0.0,0.0,0.0,0.76,0.84,0.68,attempt,en,2124,exact,scraped
plots,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,plots,en,2124,exact,scraped
parallelism,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,parallelism,en,2124,exact,scraped
snapshot,1.06,1.0,1.11,100,1.22,1.34,1.09,0.19,0.21,0.17,0.24,0.26,0.21,5.7,6.27,5.13,snapshot,en,2124,exact,scraped
weights,1.06,1.0,1.11,100,1.17,1.29,1.06,1.62,1.78,1.46,1.9,2.09,1.71,48.65,53.51,43.78,weights,en,2124,exact,scraped
city,1.06,1.0,1.11,100,0.16,0.17,0.14,0.13,0.14,0.11,0.02,0.02,0.02,0.76,0.84,0.68,city,en,2124,exact,scraped
accounts,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accounts,en,2124,exact,scraped
automated,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,automated,en,2124,exact,scraped
day,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,day,en,2124,exact,scraped
imports,1.06,1.0,1.11,100,4.38,4.82,3.94,0.17,0.19,0.16,0.75,0.83,0.68,43.9,48.29,39.51,imports,en,2124,exact,scraped
sunny,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sunny,en,2124,exact,scraped
transitions,1.06,1.0,1.11,100,6.21,6.83,5.59,0.02,0.02,0.02,0.13,0.14,0.11,3.99,4.39,3.59,transitions,en,2124,exact,scraped
combinations,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,combinations,en,2124,exact,scraped
hope,1.06,1.0,1.11,100,0.75,0.83,0.68,0.25,0.27,0.22,0.19,0.21,0.17,4.75,5.23,4.28,hope,en,2124,exact,scraped
readers,1.06,1.0,1.11,100,1.88,2.06,1.69,1.96,2.16,1.76,3.68,4.04,3.31,56.44,62.08,50.8,readers,en,2124,exact,scraped
generous,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,generous,en,2124,exact,scraped
computes,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,computes,en,2124,exact,scraped
vpn,1.06,1.0,1.11,100,10.79,11.87,9.71,75.59,83.15,68.03,815.54,897.1,733.99,2069.64,2276.61,1862.68,vpn,en,2124,exact,scraped
keeping,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,keeping,en,2124,exact,scraped
implementations,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,implementations,en,2124,exact,scraped
roombas,1.06,1.0,1.11,100,11.6,12.76,10.44,2.11,2.32,1.9,24.47,26.92,22.03,42.38,46.61,38.14,roombas,en,2124,exact,scraped
separate,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,separate,en,2124,exact,scraped
links,1.06,1.0,1.11,100,1.78,1.96,1.6,2.95,3.25,2.66,5.25,5.78,4.73,118.39,130.23,106.55,links,en,2124,exact,scraped
line,1.06,1.0,1.11,100,0.17,0.18,0.15,2.5,2.75,2.25,0.42,0.46,0.38,24.13,26.55,21.72,line,en,2124,exact,scraped
commands,1.06,1.0,1.11,100,0.58,0.64,0.52,0.02,0.02,0.01,0.01,0.01,0.01,0.76,0.84,0.68,commands,en,2124,exact,scraped
beginners,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beginners,en,2124,exact,scraped
understanding,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,understanding,en,2124,exact,scraped
presenting,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,presenting,en,2124,exact,scraped
obtained,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,obtained,en,2124,exact,scraped
settings,1.06,1.0,1.11,100,0.28,0.31,0.25,0.88,0.97,0.79,0.25,0.27,0.22,12.92,14.21,11.63,settings,en,2124,exact,scraped
allows,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,allows,en,2124,exact,scraped
cafreeshare,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cafreeshare,en,2124,exact,scraped
device,1.06,1.0,1.11,100,1.64,1.8,1.47,0.43,0.48,0.39,0.71,0.78,0.64,15.2,16.72,13.68,device,en,2124,exact,scraped
usb,1.06,1.0,1.11,100,1.5,1.65,1.35,1.7,1.87,1.53,2.55,2.8,2.29,83.42,91.77,75.08,usb,en,2124,exact,scraped
modeling,1.06,1.0,1.11,100,0.46,0.51,0.41,0.33,0.36,0.29,0.15,0.17,0.14,8.17,8.99,7.35,modeling,en,2124,exact,scraped
totals,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,totals,en,2124,exact,scraped
completion,1.06,1.0,1.11,100,0.31,0.35,0.28,0.05,0.06,0.05,0.02,0.02,0.02,0.76,0.84,0.68,completion,en,2124,exact,scraped
increased,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,increased,en,2124,exact,scraped
practicing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,practicing,en,2124,exact,scraped
grant,1.06,1.0,1.11,100,4.82,5.31,4.34,0.01,0.01,0.01,0.05,0.05,0.04,0.76,0.84,0.68,grant,en,2124,exact,scraped
package,1.06,1.0,1.11,100,0.58,0.64,0.52,0.03,0.03,0.02,0.02,0.02,0.01,0.76,0.84,0.68,package,en,2124,exact,scraped
palm,1.06,1.0,1.11,100,2.42,2.66,2.18,0.01,0.01,0.01,0.02,0.02,0.02,0.76,0.84,0.68,palm,en,2124,exact,scraped
springs,1.06,1.0,1.11,100,3.23,3.55,2.9,5.51,6.06,4.96,17.77,19.55,15.99,73.54,80.9,66.19,springs,en,2124,exact,scraped
cashare,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cashare,en,2124,exact,scraped
contributed,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contributed,en,2124,exact,scraped
talk,1.06,1.0,1.11,100,0.61,0.67,0.55,0.05,0.05,0.04,0.03,0.03,0.03,1.52,1.67,1.37,talk,en,2124,exact,scraped
eriklindernoren,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eriklindernoren,en,2124,exact,scraped
sets,1.06,1.0,1.11,100,0.25,0.28,0.23,0.04,0.04,0.04,0.01,0.01,0.01,0.76,0.84,0.68,sets,en,2124,exact,scraped
curving,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,curving,en,2124,exact,scraped
special,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,special,en,2124,exact,scraped
breaks,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,breaks,en,2124,exact,scraped
expects,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expects,en,2124,exact,scraped
clothes,1.06,1.0,1.11,100,0.98,1.08,0.88,7.05,7.76,6.35,6.9,7.59,6.21,278.59,306.45,250.73,clothes,en,2124,exact,scraped
given,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,given,en,2124,exact,scraped
laboratories,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,laboratories,en,2124,exact,scraped
host,1.06,1.0,1.11,100,2.74,3.02,2.47,0.52,0.57,0.47,1.43,1.57,1.29,56.44,62.08,50.8,host,en,2124,exact,scraped
long,1.06,1.0,1.11,100,0.54,0.59,0.49,0.01,0.01,0.01,0.0,0.0,0.0,0.76,0.84,0.68,long,en,2124,exact,scraped
lin,1.06,1.0,1.11,100,0.47,0.52,0.42,0.02,0.02,0.02,0.01,0.01,0.01,0.76,0.84,0.68,lin,en,2124,exact,scraped
physical,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,physical,en,2124,exact,scraped
stuck,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stuck,en,2124,exact,scraped
pythonic,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pythonic,en,2124,exact,scraped
submission,1.06,1.0,1.11,100,0.32,0.35,0.29,0.22,0.25,0.2,0.07,0.08,0.06,5.51,6.06,4.96,submission,en,2124,exact,scraped
sure,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sure,en,2124,exact,scraped
stack,1.06,1.0,1.11,100,0.59,0.65,0.53,0.14,0.15,0.12,0.08,0.09,0.07,6.27,6.9,5.64,stack,en,2124,exact,scraped
modle,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,modle,en,2124,exact,scraped
feature,1.06,1.0,1.11,100,0.79,0.87,0.71,0.02,0.03,0.02,0.02,0.02,0.02,0.76,0.84,0.68,feature,en,2124,exact,scraped
detected,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,detected,en,2124,exact,scraped
randomization,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,randomization,en,2124,exact,scraped
customization,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,customization,en,2124,exact,scraped
mas,1.06,1.0,1.11,100,1.49,1.64,1.34,0.24,0.27,0.22,0.36,0.4,0.33,0.76,0.84,0.68,mas,en,2124,exact,scraped
vamos,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,vamos,en,2124,exact,scraped
utilizar,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,utilizar,en,2124,exact,scraped
significant,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,significant,en,2124,exact,scraped
area,1.06,1.0,1.11,100,0.88,0.96,0.79,0.05,0.06,0.05,0.05,0.05,0.04,2.28,2.51,2.05,area,en,2124,exact,scraped
reason,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reason,en,2124,exact,scraped
figure,1.06,1.0,1.11,100,5.61,6.17,5.05,0.1,0.11,0.09,0.54,0.59,0.49,1.52,1.67,1.37,figure,en,2124,exact,scraped
basic,1.06,1.0,1.11,100,0.27,0.29,0.24,0.04,0.04,0.03,0.01,0.01,0.01,1.52,1.67,1.37,basic,en,2124,exact,scraped
knowledge,1.06,1.0,1.11,100,0.32,0.35,0.28,0.05,0.05,0.04,0.02,0.02,0.01,1.52,1.67,1.37,knowledge,en,2124,exact,scraped
manager,1.06,1.0,1.11,100,0.5,0.55,0.45,0.06,0.07,0.06,0.03,0.03,0.03,3.99,4.39,3.59,manager,en,2124,exact,scraped
competitive,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,competitive,en,2124,exact,scraped
tips,1.06,1.0,1.11,100,1.52,1.68,1.37,0.1,0.11,0.09,0.16,0.17,0.14,3.99,4.39,3.59,tips,en,2124,exact,scraped
additions,1.06,1.0,1.11,100,0.97,1.07,0.87,0.02,0.03,0.02,0.02,0.03,0.02,2.28,2.51,2.05,additions,en,2124,exact,scraped
speeding,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,speeding,en,2124,exact,scraped
